# Stock price : (90, 110) 
# Strike price : (0.4, 1.6) 
# Maturity : (1, 60) 
# Theta : (0.01, 0.2) 
# Sigma : (0.05, 0.45) 
# Nu : (0.55, 0.95) 
# Seed values : 43 
# Seed paths : 74 
# Forward pricing : False 
stock_price,strike_price,strike_price_percent,interest_rate,theta,sigma,nu,maturity,call/put,opt_standard,opt_asianmean,opt_lookbackmin,opt_lookbackmax
95.10621449187005,113.47164557882104,1.1931044273507587,0.020039283119953497,-0.3074030067727327,0.27159063719229953,0.5611911557813039,1,C,4.843946124201761,7.054226909375953,17.446671163813022,0.0
95.10621449187005,113.47164557882104,1.1931044273507587,0.020039283119953497,-0.3074030067727327,0.27159063719229953,0.5611911557813039,1,P,21.181978274181546,5.979826122465952,0.0,17.732080990376083
106.88291829551707,80.11970471829656,0.749602518306772,0.010798604369646614,-0.20722795077856707,0.11111026722068514,0.92753715231665,5,C,37.40419444303935,12.648565181266227,31.86313964545721,0.0
106.88291829551707,80.11970471829656,0.749602518306772,0.010798604369646614,-0.20722795077856707,0.11111026722068514,0.92753715231665,5,P,6.48899104996277,9.921354858489941,0.0,33.68172473468473
105.49150852393063,120.59387141859239,1.143161881993903,0.013074687681211774,-0.13265744589602615,0.07590402534825032,0.6968188157294491,17,C,25.54653087818368,18.26884827927413,43.64247740053875,0.0
105.49150852393063,120.59387141859239,1.143161881993903,0.013074687681211774,-0.13265744589602615,0.07590402534825032,0.6968188157294491,17,P,16.81264855707943,7.481384955648588,0.0,33.868781111383505
91.04754622056006,52.486814412998555,0.5764769792461046,0.010331069835727097,-0.2485619958083538,0.24415415853657957,0.9046897469088914,22,C,62.75933146381792,31.205154690026117,65.2964168694312,0.0
91.04754622056006,52.486814412998555,0.5764769792461046,0.010331069835727097,-0.2485619958083538,0.24415415853657957,0.9046897469088914,22,P,14.69626906507068,22.115144853664905,0.0,112.08291026989008
97.47521369366619,69.13717765500014,0.7092795700071657,0.03330977850436987,-0.134215234262544,0.10233210905718729,0.5770238273343868,18,C,60.28349026971367,27.200334451078742,55.54845082133363,0.0
97.47521369366619,69.13717765500014,0.7092795700071657,0.03330977850436987,-0.134215234262544,0.10233210905718729,0.5770238273343868,18,P,1.1054116068023498,3.1648631944168226,0.0,22.791331373702715
108.27173324868522,76.99470955735977,0.7111247529446448,0.033309057884534324,-0.17106589526950697,0.06417869137601549,0.7855412005999343,50,C,93.31286678272741,57.40056308819577,93.43181468477776,0.0
108.27173324868522,76.99470955735977,0.7111247529446448,0.033309057884534324,-0.17106589526950697,0.06417869137601549,0.7855412005999343,50,P,0.7257357965767575,2.27208012700228,0.0,34.95746979507053
106.72617865027661,97.66504965278484,0.9150992838675174,0.013983120228545667,-0.061203442408446995,0.34255338665255486,0.6987283426953561,3,C,30.56390672945019,14.979462117884058,36.41176538013021,0.0
106.72617865027661,97.66504965278484,0.9150992838675174,0.013983120228545667,-0.061203442408446995,0.34255338665255486,0.6987283426953561,3,P,16.70637846386746,12.575871720331099,0.0,41.288769581045955
97.3813524274499,101.26347096242579,1.039865112141137,0.027116055369902407,-0.06263413167483778,0.21452321447507716,0.6916685319200037,59,C,80.81367648991737,52.91985437334515,86.94550835321391,0.0
97.3813524274499,101.26347096242579,1.039865112141137,0.027116055369902407,-0.06263413167483778,0.21452321447507716,0.6916685319200037,59,P,5.702974767697442,6.005304962580911,0.0,68.71417714887689
106.68937741247079,154.99861499184877,1.4528026946170103,0.022852504861169534,-0.15384473553432237,0.3022946438808892,0.8392017045397637,28,C,67.10716635542067,46.289622717478686,86.73820437804169,0.0
106.68937741247079,154.99861499184877,1.4528026946170103,0.022852504861169534,-0.15384473553432237,0.3022946438808892,0.8392017045397637,28,P,43.63171776289748,20.38022386449893,0.0,125.99332353322572
92.15691608101996,95.95616655403224,1.0412258855284628,0.01654748279919904,-0.2332774149716454,0.33665643321414895,0.7558222273423343,52,C,85.62905795723913,59.46273435177813,92.28540674323004,0.0
92.15691608101996,95.95616655403224,1.0412258855284628,0.01654748279919904,-0.2332774149716454,0.33665643321414895,0.7558222273423343,52,P,28.918844200425077,23.885479816314753,0.0,198.0567366083993
92.64356682717747,130.6728706727481,1.4104904975918364,0.030840222177603648,-0.11942592639272007,0.07736583474885045,0.647864719588462,1,C,0.0,3.2624886937004227,7.960084510180016,0.0
92.64356682717747,130.6728706727481,1.4104904975918364,0.030840222177603648,-0.11942592639272007,0.07736583474885045,0.647864719588462,1,P,34.015049366147984,1.7972413794671929,0.0,5.350984260568896
106.3045549684922,100.57348836308111,0.9460882310536013,0.0335631925497126,-0.2373715432350171,0.30245436725544783,0.6119107360014698,31,C,83.31093468641157,53.47383671939901,91.79879937857764,0.0
106.3045549684922,100.57348836308111,0.9460882310536013,0.0335631925497126,-0.2373715432350171,0.30245436725544783,0.6119107360014698,31,P,15.45620252489315,14.488667432746006,0.0,114.67797295850876
109.74078635972377,140.28856566879833,1.2783630436995481,0.029743646187050186,-0.21850261155649137,0.14907812287734595,0.6338334670881383,24,C,61.007046755145424,41.65314111114789,80.77705898357601,0.0
109.74078635972377,140.28856566879833,1.2783630436995481,0.029743646187050186,-0.21850261155649137,0.14907812287734595,0.6338334670881383,24,P,18.637440793104165,9.512193545581916,0.0,60.76341678831564
93.0394375038346,102.71064378092532,1.1039473855018966,0.013914316546004436,-0.11803007134448418,0.343840521011283,0.6624437274193931,47,C,83.07583665269564,58.2739406447106,92.2500645737911,0.0
93.0394375038346,102.71064378092532,1.1039473855018966,0.013914316546004436,-0.11803007134448418,0.343840521011283,0.6624437274193931,47,P,36.97664153468116,25.793353986838984,0.0,197.06279921645054
98.43895708078138,55.930980529459994,0.5681793284701471,0.010478109579755984,-0.28109972097226604,0.29452273384949856,0.8705780238579384,12,C,61.561971987302925,27.560947798392533,61.4798913645064,0.0
98.43895708078138,55.930980529459994,0.5681793284701471,0.010478109579755984,-0.28109972097226604,0.29452273384949856,0.8705780238579384,12,P,14.154876989607144,22.838622477693274,0.0,100.92747316564247
105.41499198017944,116.97166638240606,1.1096302735041668,0.03121586167418553,-0.3315289961288472,0.2511052496180132,0.9346033560028046,2,C,17.327657290777754,12.933908666572991,30.925021267467166,0.0
105.41499198017944,116.97166638240606,1.1096302735041668,0.03121586167418553,-0.3315289961288472,0.2511052496180132,0.9346033560028046,2,P,21.994394650681414,9.7814043182121,0.0,30.972207876379432
105.12636414935785,76.02041044121366,0.7231336407031823,0.031051787742567817,-0.13178350500787497,0.4233844412329441,0.7918879292785745,36,C,112.82364470483941,77.06246780457265,116.91177744206765,0.0
105.12636414935785,76.02041044121366,0.7231336407031823,0.031051787742567817,-0.13178350500787497,0.4233844412329441,0.7918879292785745,36,P,15.170993018627232,23.353463818036364,0.0,206.59379987990724
98.12199134787546,47.94569016691106,0.4886334807140986,0.026412828822288695,-0.24600440945440694,0.18407695591591322,0.7321411866996163,26,C,79.52409268209762,40.31850553523346,77.18327643888588,0.0
98.12199134787546,47.94569016691106,0.4886334807140986,0.026412828822288695,-0.24600440945440694,0.18407695591591322,0.7321411866996163,26,P,4.395713568877775,12.090302114105564,0.0,77.2969470701463
105.81086868808256,136.8950270937462,1.293770940462609,0.020391402320882983,-0.1040638123160155,0.06382068383843818,0.7552134324947011,12,C,14.619497365850249,15.82142635819156,36.88925584873831,0.0
105.81086868808256,136.8950270937462,1.293770940462609,0.020391402320882983,-0.1040638123160155,0.06382068383843818,0.7552134324947011,12,P,16.025013948813847,3.9990653052364467,0.0,19.33856968345161
102.46874235726678,154.67647335898687,1.5094990901683265,0.028407421088360384,-0.30172129349978716,0.2954329723028235,0.7191609501828602,3,C,10.689596421586423,15.83672289483803,37.874350835084044,0.0
102.46874235726678,154.67647335898687,1.5094990901683265,0.028407421088360384,-0.30172129349978716,0.2954329723028235,0.7191609501828602,3,P,50.62547731993186,11.473570875606056,0.0,39.86100638049507
90.50742688513573,114.98007754066576,1.2703938394645626,0.027719523718627855,-0.12652136631547892,0.4070409434011792,0.7217642838915248,51,C,70.56852301636934,49.90334435704282,75.15913325512007,0.0
90.50742688513573,114.98007754066576,1.2703938394645626,0.027719523718627855,-0.12652136631547892,0.4070409434011792,0.7217642838915248,51,P,20.843355071618287,16.185600253146355,0.0,158.49154669072473
106.01838770163675,141.53271656366857,1.3349827292410668,0.029687247390043435,-0.19306401288019623,0.2642992202461362,0.6588603118445081,35,C,80.48771800560395,55.473742927265356,94.69659756660636,0.0
106.01838770163675,141.53271656366857,1.3349827292410668,0.029687247390043435,-0.19306401288019623,0.2642992202461362,0.6588603118445081,35,P,22.72086324330118,13.522223496863107,0.0,103.61095454799151
96.26564155200448,68.35344361918489,0.7100502579859616,0.01185764603465013,-0.11456212839505953,0.3518856517928657,0.8952454384555324,5,C,43.3658106537053,17.549581832830285,41.86389225794571,0.0
96.26564155200448,68.35344361918489,0.7100502579859616,0.01185764603465013,-0.11456212839505953,0.3518856517928657,0.8952454384555324,5,P,11.303260792584084,14.719922570935648,0.0,52.279631793021885
107.18200302379951,150.7195708222936,1.4062022221102426,0.023026481467382703,-0.14123187209731286,0.2752449100846493,0.8709444689389385,48,C,81.29050029858814,56.30086327727256,94.10619812348719,0.0
107.18200302379951,150.7195708222936,1.4062022221102426,0.023026481467382703,-0.14123187209731286,0.2752449100846493,0.8709444689389385,48,P,27.373484279204206,16.10894554479281,0.0,128.26387242118534
